,Al. USA - południe,Al. USA - północ,Banacha,Bazyliańska,Belwederska,Dworzec Wilenski (al. Solidarności),Dworzec Wileński Nowy( Targowa),Marszałkowska,Most Gdanski - ścieżka rowerowa,Most Gdański - ciąg pieszo-rowerowy,NSR - Solec - ciąg pieszo-rowerowy,NSR-Solec - ścieżka rowerowa,Rowery (Praska ścieżka rekreacyjna),Wybrzeże Helskie,Wysockiego,"Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn",Żwirki i Wigury/Trojdena1,Żwirki i Wigury/Trojdena2,temp,dayname
2016-10-04,267.0,133.0,1915.0,73.0,637.0,641.0,577.0,719.0,481.0,253.0,211.0,496.0,89.0,815.0,241.0,1180.0,995.0,1018.0,312.0,9.0,Tuesday
2016-10-05,87.0,48.0,696.0,23.0,162.0,209.0,190.0,225.0,144.0,42.0,34.0,139.0,3.0,245.0,67.0,390.0,309.0,325.0,96.0,5.0,Wednesday
2016-10-06,179.0,88.0,908.0,46.0,293.0,288.0,320.0,418.0,292.0,143.0,92.0,262.0,24.0,386.0,128.0,610.0,527.0,421.0,146.0,4.7,Thursday
2016-10-07,211.0,125.0,1515.0,70.0,495.0,475.0,406.0,507.0,394.0,216.0,136.0,404.0,35.0,605.0,204.0,949.0,767.0,787.0,168.0,0.9,Friday
2016-10-08,139.0,73.0,528.0,39.0,200.0,250.0,273.0,237.0,275.0,175.0,87.0,248.0,79.0,336.0,147.0,396.0,283.0,286.0,81.0,5.3,Saturday
2016-10-09,129.0,79.0,491.0,36.0,251.0,214.0,209.0,209.0,354.0,270.0,155.0,292.0,151.0,363.0,161.0,376.0,250.0,264.0,85.0,7.1,Sunday
2016-10-10,156.0,82.0,1250.0,35.0,348.0,366.0,349.0,419.0,256.0,164.0,102.0,279.0,26.0,449.0,110.0,703.0,645.0,625.0,196.0,6.3,Monday
2016-10-11,153.0,61.0,1178.0,38.0,362.0,362.0,345.0,413.0,262.0,133.0,93.0,278.0,20.0,470.0,124.0,700.0,597.0,604.0,183.0,5.3,Tuesday
2016-10-12,114.0,50.0,888.0,41.0,271.0,285.0,241.0,296.0,212.0,112.0,63.0,226.0,4.0,326.0,84.0,482.0,399.0,444.0,130.0,6.0,Wednesday
2016-10-13,253.0,145.0,1662.0,71.0,620.0,548.0,467.0,602.0,543.0,329.0,187.0,484.0,77.0,729.0,244.0,1115.0,904.0,918.0,236.0,4.2,Thursday
2016-10-14,274.0,138.0,1625.0,85.0,597.0,465.0,531.0,614.0,558.0,391.0,235.0,479.0,105.0,761.0,256.0,1073.0,914.0,790.0,258.0,-0.4,Friday
2016-10-15,129.0,71.0,420.0,35.0,187.0,226.0,238.0,225.0,288.0,170.0,102.0,228.0,109.0,333.0,127.0,346.0,284.0,250.0,47.0,1.9,Saturday
2016-10-16,152.0,85.0,375.0,25.0,198.0,180.0,209.0,158.0,369.0,242.0,120.0,203.0,135.0,369.0,132.0,298.0,269.0,229.0,66.0,2.7,Sunday
2016-10-17,254.0,122.0,1589.0,67.0,579.0,497.0,391.0,537.0,539.0,254.0,188.0,470.0,62.0,776.0,215.0,1011.0,741.0,855.0,228.0,1.9,Monday
2016-10-18,230.0,99.0,1510.0,82.0,504.0,433.0,370.0,517.0,417.0,211.0,138.0,420.0,24.0,678.0,213.0,944.0,747.0,820.0,221.0,3.5,Tuesday
2016-10-19,202.0,110.0,1381.0,77.0,505.0,426.0,383.0,480.0,422.0,243.0,140.0,396.0,56.0,635.0,191.0,913.0,691.0,758.0,168.0,6.2,Wednesday
2016-10-20,171.0,98.0,1298.0,66.0,422.0,361.0,354.0,461.0,323.0,210.0,117.0,332.0,23.0,584.0,173.0,789.0,620.0,675.0,178.0,7.0,Thursday
2016-10-21,106.0,65.0,944.0,36.0,279.0,235.0,249.0,279.0,224.0,92.0,74.0,214.0,9.0,373.0,105.0,517.0,423.0,457.0,109.0,5.8,Friday
2016-10-22,65.0,38.0,234.0,22.0,69.0,96.0,124.0,118.0,111.0,80.0,34.0,77.0,19.0,158.0,63.0,176.0,153.0,105.0,35.0,5.7,Saturday
2016-10-23,164.0,92.0,487.0,61.0,273.0,275.0,285.0,216.0,536.0,466.0,237.0,308.0,237.0,450.0,194.0,443.0,276.0,372.0,71.0,3.4,Sunday
2016-10-24,180.0,104.0,1286.0,57.0,396.0,409.0,348.0,426.0,386.0,194.0,108.0,333.0,23.0,531.0,151.0,839.0,631.0,678.0,176.0,7.3,Monday
2016-10-25,120.0,71.0,1044.0,53.0,286.0,292.0,269.0,342.0,227.0,103.0,74.0,248.0,13.0,403.0,112.0,661.0,517.0,518.0,150.0,9.1,Tuesday
2016-10-26,223.0,128.0,1568.0,87.0,541.0,466.0,411.0,540.0,517.0,282.0,209.0,440.0,66.0,620.0,238.0,1042.0,829.0,743.0,191.0,3.8,Wednesday
2016-10-27,235.0,134.0,1522.0,85.0,493.0,480.0,449.0,543.0,528.0,297.0,181.0,438.0,94.0,704.0,226.0,993.0,776.0,781.0,202.0,4.2,Thursday
2016-10-28,142.0,77.0,1130.0,50.0,343.0,367.0,332.0,405.0,314.0,145.0,110.0,283.0,34.0,522.0,150.0,732.0,590.0,583.0,152.0,1.8,Friday
2016-10-29,98.0,52.0,299.0,28.0,108.0,167.0,201.0,126.0,211.0,109.0,76.0,151.0,67.0,247.0,90.0,286.0,191.0,165.0,41.0,3.6,Saturday
2016-10-30,92.0,41.0,257.0,15.0,132.0,174.0,196.0,97.0,266.0,169.0,100.0,152.0,108.0,328.0,83.0,240.0,148.0,142.0,32.0,3.4,Sunday
2016-10-31,130.0,72.0,621.0,44.0,228.0,342.0,313.0,306.0,301.0,181.0,123.0,239.0,54.0,453.0,130.0,517.0,389.0,322.0,97.0,3.6,Monday
2016-11-01,39.0,19.0,139.0,15.0,56.0,81.0,82.0,42.0,152.0,91.0,45.0,76.0,40.0,177.0,48.0,97.0,84.0,103.0,32.0,0.4,Tuesday
2016-11-02,130.0,72.0,1005.0,42.0,309.0,327.0,294.0,366.0,264.0,153.0,88.0,252.0,34.0,149.0,143.0,648.0,534.0,527.0,150.0,5.1,Wednesday
2016-11-03,137.0,75.0,1024.0,32.0,298.0,272.0,256.0,374.0,270.0,110.0,63.0,221.0,12.0,606.0,104.0,597.0,539.0,533.0,145.0,2.8,Thursday
2016-11-04,180.0,103.0,1252.0,49.0,392.0,394.0,351.0,469.0,384.0,223.0,147.0,318.0,53.0,570.0,195.0,749.0,561.0,584.0,168.0,1.5,Friday
2016-11-05,161.0,83.0,428.0,39.0,222.0,193.0,240.0,200.0,355.0,215.0,111.0,220.0,151.0,273.0,168.0,359.0,306.0,263.0,76.0,1.4,Saturday
2016-11-06,71.0,44.0,259.0,22.0,143.0,145.0,126.0,102.0,265.0,187.0,102.0,197.0,111.0,384.0,86.0,269.0,185.0,167.0,53.0,4.6,Sunday
2016-11-07,132.0,75.0,997.0,30.0,294.0,303.0,262.0,363.0,275.0,149.0,92.0,240.0,27.0,557.0,135.0,570.0,506.0,506.0,134.0,2.5,Monday
2016-11-08,161.0,92.0,1246.0,44.0,438.0,351.0,324.0,441.0,431.0,229.0,143.0,365.0,53.0,439.0,170.0,817.0,660.0,604.0,193.0,-0.7,Tuesday
2016-11-09,87.0,41.0,876.0,46.0,235.0,219.0,196.0,280.0,199.0,76.0,58.0,208.0,7.0,514.0,103.0,474.0,400.0,431.0,135.0,-0.7,Wednesday
2016-11-10,130.0,85.0,1037.0,46.0,333.0,325.0,313.0,398.0,315.0,175.0,112.0,279.0,37.0,662.0,129.0,681.0,526.0,508.0,145.0,-0.1,Thursday
2016-11-11,29.0,15.0,192.0,15.0,80.0,79.0,86.0,115.0,148.0,66.0,35.0,68.0,49.0,563.0,46.0,176.0,132.0,120.0,43.0,-0.3,Friday
2016-11-12,80.0,45.0,278.0,20.0,119.0,151.0,176.0,131.0,210.0,159.0,81.0,137.0,92.0,259.0,72.0,240.0,163.0,134.0,43.0,-2.9,Saturday
2016-11-13,68.0,42.0,211.0,15.0,86.0,117.0,126.0,99.0,149.0,122.0,60.0,106.0,67.0,385.0,60.0,166.0,127.0,136.0,38.0,-3.8,Sunday
2016-11-14,158.0,68.0,1143.0,43.0,359.0,354.0,340.0,392.0,312.0,179.0,139.0,350.0,48.0,585.0,138.0,701.0,527.0,608.0,172.0,-0.1,Monday
2016-11-15,151.0,73.0,1055.0,51.0,358.0,342.0,270.0,349.0,300.0,149.0,88.0,308.0,35.0,430.0,159.0,668.0,591.0,578.0,170.0,-1.7,Tuesday
2016-11-16,90.0,62.0,885.0,30.0,252.0,206.0,237.0,304.0,187.0,99.0,79.0,203.0,13.0,575.0,89.0,519.0,456.0,473.0,122.0,0.6,Wednesday
2016-11-17,117.0,82.0,1010.0,36.0,311.0,308.0,253.0,353.0,289.0,122.0,97.0,261.0,22.0,418.0,111.0,603.0,519.0,506.0,148.0,4.4,Thursday
2016-11-18,169.0,67.0,1243.0,60.0,434.0,330.0,317.0,421.0,412.0,235.0,138.0,392.0,46.0,516.0,167.0,728.0,610.0,588.0,159.0,4.4,Friday
2016-11-19,87.0,33.0,272.0,28.0,79.0,120.0,125.0,104.0,125.0,88.0,39.0,94.0,28.0,163.0,73.0,198.0,124.0,134.0,38.0,6.2,Saturday
2016-11-20,214.0,92.0,509.0,56.0,327.0,240.0,213.0,254.0,563.0,537.0,233.0,336.0,193.0,540.0,192.0,392.0,261.0,301.0,77.0,5.3,Sunday
2016-11-21,235.0,133.0,1495.0,67.0,451.0,398.0,315.0,492.0,477.0,293.0,189.0,448.0,76.0,658.0,241.0,904.0,713.0,743.0,195.0,6.5,Monday
2016-11-22,197.0,94.0,1454.0,71.0,479.0,419.0,328.0,444.0,497.0,219.0,150.0,416.0,61.0,625.0,188.0,838.0,664.0,742.0,184.0,3.5,Tuesday
2016-11-23,196.0,81.0,1426.0,78.0,402.0,362.0,302.0,448.0,399.0,207.0,143.0,437.0,56.0,587.0,196.0,760.0,646.0,716.0,166.0,1.9,Wednesday
2016-11-24,184.0,87.0,1202.0,49.0,368.0,361.0,294.0,417.0,368.0,177.0,135.0,346.0,46.0,528.0,162.0,729.0,591.0,638.0,153.0,0.7,Thursday
2016-11-25,144.0,88.0,1030.0,43.0,303.0,309.0,279.0,415.0,269.0,165.0,101.0,297.0,52.0,468.0,129.0,656.0,542.0,509.0,130.0,-0.9,Friday
2016-11-26,123.0,66.0,449.0,38.0,186.0,192.0,196.0,199.0,332.0,326.0,166.0,242.0,161.0,389.0,125.0,347.0,256.0,239.0,62.0,-1.1,Saturday
2016-11-27,40.0,23.0,193.0,16.0,93.0,98.0,72.0,88.0,105.0,86.0,56.0,92.0,42.0,148.0,41.0,152.0,120.0,137.0,26.0,0.2,Sunday
2016-11-28,103.0,57.0,716.0,27.0,222.0,222.0,186.0,266.0,148.0,86.0,45.0,186.0,18.0,306.0,82.0,451.0,377.0,363.0,99.0,-3.4,Monday
2016-11-29,105.0,45.0,781.0,21.0,230.0,222.0,168.0,278.0,156.0,89.0,59.0,173.0,15.0,299.0,80.0,503.0,423.0,367.0,99.0,-4.7,Tuesday
2016-11-30,97.0,47.0,725.0,31.0,215.0,226.0,201.0,244.0,166.0,67.0,44.0,186.0,15.0,292.0,81.0,434.0,361.0,348.0,104.0,-0.6,Wednesday
2016-12-01,73.0,35.0,634.0,23.0,201.0,215.0,215.0,207.0,150.0,74.0,47.0,148.0,17.0,274.0,86.0,417.0,326.0,348.0,74.0,0.2,Thursday
2016-12-02,55.0,18.0,358.0,13.0,60.0,95.0,40.0,124.0,39.0,14.0,6.0,43.0,2.0,130.0,44.0,209.0,108.0,94.0,28.0,-0.5,Friday
2016-12-03,41.0,2.0,133.0,6.0,49.0,77.0,60.0,77.0,92.0,18.0,27.0,52.0,24.0,88.0,24.0,135.0,108.0,46.0,5.0,-0.5,Saturday
2016-12-04,53.0,16.0,118.0,3.0,60.0,75.0,71.0,65.0,118.0,36.0,28.0,77.0,24.0,96.0,27.0,114.0,73.0,46.0,11.0,-0.4,Sunday
2016-12-05,99.0,48.0,659.0,7.0,212.0,215.0,160.0,222.0,184.0,33.0,29.0,160.0,15.0,259.0,77.0,403.0,341.0,299.0,70.0,-1.7,Monday
2016-12-06,80.0,43.0,532.0,10.0,153.0,163.0,138.0,219.0,168.0,23.0,27.0,138.0,8.0,222.0,87.0,361.0,290.0,269.0,55.0,-0.8,Tuesday
2016-12-07,109.0,47.0,610.0,18.0,181.0,224.0,158.0,197.0,209.0,51.0,34.0,157.0,15.0,278.0,92.0,438.0,317.0,310.0,79.0,-5.2,Wednesday
2016-12-08,116.0,45.0,635.0,22.0,194.0,187.0,210.0,228.0,181.0,63.0,49.0,168.0,4.0,253.0,63.0,377.0,338.0,320.0,103.0,-2.3,Thursday
2016-12-09,84.0,41.0,628.0,17.0,191.0,207.0,153.0,249.0,186.0,84.0,68.0,174.0,5.0,224.0,74.0,435.0,332.0,293.0,86.0,5.3,Friday
2016-12-10,27.0,9.0,104.0,12.0,28.0,69.0,85.0,60.0,37.0,23.0,13.0,36.0,3.0,61.0,24.0,96.0,78.0,51.0,14.0,7.0,Saturday
2016-12-11,32.0,10.0,84.0,1.0,35.0,44.0,56.0,45.0,39.0,43.0,16.0,31.0,12.0,67.0,20.0,76.0,51.0,42.0,11.0,4.1,Sunday
2016-12-12,89.0,39.0,555.0,16.0,182.0,163.0,184.0,208.0,124.0,68.0,33.0,166.0,18.0,203.0,75.0,335.0,280.0,272.0,80.0,-4.8,Monday
2016-12-13,97.0,32.0,665.0,23.0,187.0,176.0,165.0,213.0,158.0,80.0,40.0,165.0,8.0,242.0,77.0,411.0,351.0,288.0,112.0,-6.7,Tuesday
2016-12-14,62.0,17.0,525.0,22.0,156.0,161.0,119.0,209.0,122.0,51.0,35.0,129.0,10.0,189.0,70.0,313.0,298.0,238.0,79.0,-4.8,Wednesday
2016-12-15,75.0,43.0,550.0,35.0,169.0,145.0,121.0,223.0,133.0,83.0,45.0,142.0,10.0,211.0,68.0,353.0,329.0,271.0,75.0,0.4,Thursday
2016-12-16,74.0,29.0,617.0,22.0,186.0,195.0,126.0,244.0,169.0,106.0,62.0,178.0,22.0,280.0,87.0,368.0,323.0,273.0,88.0,-6.2,Friday
2016-12-17,48.0,21.0,212.0,16.0,155.0,109.0,111.0,114.0,113.0,79.0,46.0,99.0,38.0,156.0,43.0,192.0,159.0,97.0,25.0,-6.1,Saturday
2016-12-18,41.0,15.0,122.0,8.0,90.0,59.0,46.0,60.0,79.0,55.0,21.0,51.0,30.0,83.0,26.0,103.0,71.0,52.0,16.0,-3.2,Sunday
2016-12-19,80.0,35.0,576.0,,175.0,184.0,141.0,211.0,142.0,68.0,37.0,145.0,22.0,243.0,77.0,417.0,325.0,276.0,84.0,-0.3,Monday
2016-12-20,90.0,43.0,657.0,24.0,228.0,189.0,167.0,229.0,179.0,102.0,56.0,168.0,9.0,232.0,83.0,441.0,375.0,320.0,102.0,0.6,Tuesday
2016-12-21,72.0,38.0,688.0,26.0,227.0,181.0,181.0,232.0,178.0,84.0,38.0,172.0,6.0,269.0,92.0,461.0,345.0,301.0,106.0,-1.7,Wednesday
2016-12-22,114.0,41.0,625.0,26.0,190.0,206.0,155.0,236.0,166.0,98.0,53.0,146.0,22.0,278.0,91.0,395.0,339.0,298.0,92.0,-5.6,Thursday
2016-12-23,49.0,17.0,312.0,13.0,93.0,119.0,128.0,147.0,74.0,26.0,18.0,72.0,6.0,156.0,60.0,269.0,178.0,140.0,37.0,-4.8,Friday
2016-12-24,35.0,11.0,72.0,5.0,37.0,54.0,53.0,31.0,52.0,43.0,27.0,31.0,10.0,71.0,17.0,51.0,44.0,39.0,12.0,0.2,Saturday
2016-12-25,28.0,20.0,66.0,7.0,69.0,62.0,29.0,44.0,96.0,109.0,31.0,60.0,28.0,86.0,18.0,67.0,29.0,51.0,13.0,2.1,Sunday
2016-12-26,33.0,18.0,59.0,7.0,46.0,38.0,32.0,32.0,88.0,65.0,38.0,42.0,29.0,68.0,23.0,67.0,37.0,49.0,9.0,3.2,Monday
2016-12-27,36.0,15.0,209.0,10.0,73.0,89.0,81.0,78.0,76.0,35.0,12.0,67.0,3.0,108.0,30.0,197.0,111.0,109.0,33.0,2.8,Tuesday
2016-12-28,106.0,27.0,374.0,22.0,148.0,140.0,147.0,192.0,202.0,103.0,36.0,152.0,27.0,215.0,72.0,296.0,228.0,207.0,57.0,0.2,Wednesday
2016-12-29,127.0,48.0,395.0,26.0,155.0,178.0,142.0,199.0,195.0,117.0,59.0,150.0,30.0,239.0,87.0,327.0,234.0,206.0,65.0,-2.7,Thursday
2016-12-30,98.0,29.0,357.0,32.0,181.0,199.0,145.0,180.0,181.0,131.0,58.0,130.0,42.0,213.0,86.0,307.0,247.0,204.0,58.0,-1.4,Friday
2016-12-31,63.0,33.0,167.0,18.0,101.0,92.0,78.0,131.0,194.0,169.0,73.0,82.0,81.0,168.0,45.0,147.0,113.0,108.0,24.0,-1.4,Saturday
2017-01-01,43.0,19.0,105.0,9.0,83.0,62.0,47.0,52.0,129.0,93.0,50.0,73.0,36.0,103.0,26.0,118.0,83.0,76.0,30.0,-0.3,Sunday
2017-01-02,83.0,29.0,441.0,14.0,141.0,160.0,117.0,160.0,140.0,60.0,30.0,122.0,11.0,211.0,60.0,251.0,214.0,231.0,69.0,-1.0,Monday
2017-01-03,69.0,34.0,466.0,19.0,128.0,162.0,138.0,180.0,131.0,55.0,12.0,133.0,14.0,235.0,62.0,259.0,222.0,233.0,60.0,-2.5,Tuesday
2017-01-04,45.0,11.0,364.0,12.0,99.0,93.0,82.0,132.0,71.0,16.0,15.0,85.0,1.0,121.0,39.0,193.0,158.0,151.0,25.0,0.4,Wednesday
2017-01-05,34.0,8.0,198.0,9.0,64.0,80.0,49.0,105.0,55.0,15.0,9.0,69.0,5.0,104.0,31.0,139.0,139.0,115.0,8.0,-10.2,Thursday
2017-01-06,20.0,4.0,28.0,3.0,22.0,38.0,18.0,21.0,30.0,7.0,8.0,19.0,32.0,38.0,12.0,51.0,28.0,29.0,1.0,-15.4,Friday
2017-01-07,19.0,2.0,48.0,0.0,15.0,31.0,25.0,30.0,38.0,5.0,7.0,17.0,20.0,28.0,8.0,43.0,28.0,16.0,2.0,-19.3,Saturday
2017-01-08,21.0,4.0,28.0,1.0,21.0,27.0,13.0,32.0,48.0,15.0,5.0,21.0,28.0,38.0,10.0,64.0,34.0,31.0,2.0,-18.4,Sunday
2017-01-09,45.0,16.0,294.0,4.0,60.0,75.0,46.0,106.0,61.0,14.0,14.0,52.0,8.0,97.0,31.0,152.0,131.0,118.0,6.0,-12.0,Monday
2017-01-10,40.0,18.0,327.0,3.0,104.0,94.0,51.0,117.0,98.0,16.0,7.0,71.0,7.0,123.0,28.0,211.0,175.0,156.0,6.0,-12.3,Tuesday
2017-01-11,45.0,14.0,354.0,5.0,103.0,110.0,55.0,129.0,97.0,20.0,13.0,74.0,9.0,140.0,34.0,228.0,195.0,146.0,3.0,-14.3,Wednesday
2017-01-12,36.0,1.0,320.0,5.0,66.0,92.0,61.0,110.0,81.0,9.0,6.0,70.0,10.0,105.0,39.0,166.0,141.0,137.0,1.0,-8.4,Thursday
2017-01-13,29.0,3.0,262.0,6.0,66.0,80.0,34.0,94.0,73.0,5.0,10.0,69.0,5.0,101.0,25.0,178.0,144.0,123.0,1.0,-3.2,Friday
2017-01-14,39.0,4.0,87.0,8.0,30.0,59.0,41.0,54.0,78.0,14.0,10.0,68.0,10.0,80.0,27.0,81.0,67.0,42.0,0.0,0.1,Saturday
2017-01-15,22.0,6.0,65.0,2.0,59.0,56.0,23.0,51.0,80.0,19.0,13.0,45.0,21.0,84.0,27.0,79.0,107.0,40.0,0.0,-2.7,Sunday
2017-01-16,48.0,0.0,349.0,9.0,102.0,117.0,52.0,145.0,103.0,9.0,6.0,88.0,21.0,141.0,43.0,238.0,168.0,150.0,0.0,-3.4,Monday
2017-01-17,51.0,1.0,345.0,8.0,103.0,133.0,50.0,125.0,108.0,6.0,7.0,97.0,18.0,152.0,41.0,202.0,183.0,180.0,2.0,-6.8,Tuesday
2017-01-18,56.0,2.0,341.0,5.0,75.0,106.0,37.0,135.0,133.0,10.0,10.0,78.0,9.0,138.0,35.0,263.0,161.0,174.0,1.0,-11.1,Wednesday
2017-01-19,52.0,1.0,330.0,7.0,90.0,103.0,43.0,136.0,123.0,8.0,7.0,102.0,16.0,148.0,34.0,227.0,190.0,164.0,0.0,-7.5,Thursday
2017-01-20,32.0,0.0,277.0,5.0,64.0,108.0,43.0,97.0,55.0,10.0,2.0,54.0,7.0,101.0,25.0,204.0,176.0,117.0,1.0,-4.6,Friday
2017-01-21,31.0,2.0,89.0,8.0,43.0,47.0,33.0,37.0,53.0,16.0,18.0,46.0,12.0,56.0,44.0,75.0,61.0,47.0,0.0,0.1,Saturday
2017-01-22,36.0,6.0,92.0,7.0,48.0,72.0,48.0,40.0,70.0,18.0,20.0,61.0,11.0,79.0,36.0,75.0,72.0,35.0,0.0,-0.1,Sunday
2017-01-23,68.0,5.0,420.0,15.0,118.0,123.0,101.0,152.0,171.0,33.0,16.0,128.0,7.0,209.0,59.0,303.0,233.0,218.0,2.0,-2.2,Monday
2017-01-24,61.0,4.0,373.0,7.0,126.0,120.0,76.0,126.0,136.0,23.0,12.0,133.0,6.0,181.0,33.0,266.0,233.0,177.0,4.0,-4.0,Tuesday
2017-01-25,73.0,7.0,394.0,,146.0,110.0,77.0,149.0,145.0,24.0,12.0,106.0,3.0,178.0,54.0,254.0,239.0,213.0,6.0,-1.4,Wednesday
2017-01-26,,,,,,,,,,,,,,,,,,,,-7.8,Thursday
